property_type,place_with_parent_names,lat-lon,area_m2,price_usd
house,|México|Querétaro|City|Neighborhood|,"23.244223,-90.456282",337.4,40058.55
apartment,|México|Morelos|City|Neighborhood|,"20.03811,-100.291894",222.6,40058.55
house,|México|Querétaro|City|Neighborhood|,"18.147445,-89.115808",346.4,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"19.559684,-97.352073",260.3,40058.55
house,|México|Chiapas|City|Neighborhood|,"18.841041,-89.426657",288.6,40058.55
house,|México|Querétaro|City|Neighborhood|,"17.760893,-89.542239",397.7,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"23.433329,-102.222596",131.3,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.520699,-91.977177",268.4,40058.55
house,|México|Guerrero|City|Neighborhood|,"20.541675,-100.187141",211.1,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"19.858594,-100.050147",63.8,40058.55
house,|México|Guerrero|City|Neighborhood|,"25.820774,-100.073038",55.1,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"19.910922,-91.488635",91.7,40058.55
apartment,|México|Morelos|City|Neighborhood|,nan,277.2,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"16.898258,-105.981883",248.5,40058.55
house,|México|Estado de México|City|Neighborhood|,nan,243.7,40058.55
house,|México|Morelos|City|Neighborhood|,nan,61.1,40058.55
house,|México|Tabasco|City|Neighborhood|,"20.18759,-103.910352",214.3,40058.55
house,|México|Querétaro|City|Neighborhood|,"20.318437,-101.249678",373.6,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"16.539326,-98.40199",189.2,40058.55
apartment,|México|Morelos|City|Neighborhood|,"21.165465,-96.481873",268.7,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"21.047395,-105.108599",322.9,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"17.495493,-86.588533",324.4,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"17.038394,-91.678739",231.7,40058.55
apartment,|México|Yucatán|City|Neighborhood|,nan,350.3,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"17.010282,-99.626055",187.0,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"22.097082,-97.029149",361.0,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"17.964827,-93.475104",134.1,40058.55
apartment,|México|Guerrero|City|Neighborhood|,nan,148.1,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.735721,-102.221404",68.6,40058.55
house,|México|Tabasco|City|Neighborhood|,"25.578353,-88.811308",328.5,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"24.546175,-100.874902",196.0,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.304948,-98.3961",130.2,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"19.275663,-88.574563",131.1,40058.55
house,|México|Estado de México|City|Neighborhood|,"18.098928,-92.737043",365.5,40058.55
house,|México|Tabasco|City|Neighborhood|,"20.91876,-99.165762",341.9,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"16.196105,-92.326009",243.7,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"22.71368,-105.606336",265.6,40058.55
apartment,|México|Querétaro|City|Neighborhood|,nan,216.0,40058.55
house,|México|Nuevo León|City|Neighborhood|,"24.986389,-96.259679",187.1,40058.55
house,|México|Guerrero|City|Neighborhood|,nan,370.4,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"24.041092,-86.907247",94.0,40058.55
house,|México|Morelos|City|Neighborhood|,"23.91961,-87.484229",196.5,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"17.271812,-87.814699",170.6,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"19.985592,-95.756601",224.4,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"17.701526,-98.797158",210.2,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.547205,-96.699294",231.6,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"18.632462,-92.20208",99.0,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.562364,-88.320044",229.6,40058.55
house,|México|Chiapas|City|Neighborhood|,"20.114109,-101.860274",134.8,40058.55
house,|México|Chiapas|City|Neighborhood|,nan,114.5,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"17.263701,-89.696395",72.7,40058.55
house,|México|Tabasco|City|Neighborhood|,"25.736921,-86.42288",316.9,40058.55
house,|México|Estado de México|City|Neighborhood|,"18.306386,-88.394965",199.6,40058.55
house,|México|Chiapas|City|Neighborhood|,"23.728739,-100.401253",269.3,40058.55
house,|México|Yucatán|City|Neighborhood|,"19.389699,-103.880882",304.7,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"17.430814,-103.755179",287.8,40058.55
house,|México|Nuevo León|City|Neighborhood|,"24.578892,-100.175534",214.7,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"19.088609,-93.716326",185.8,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"22.588554,-89.913593",181.6,40058.55
house,|México|Morelos|City|Neighborhood|,"21.664437,-88.014994",274.0,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"20.717563,-93.524932",223.2,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,nan,347.2,40058.55
house,|México|Tabasco|City|Neighborhood|,"23.322379,-102.273664",356.1,40058.55
house,|México|Guerrero|City|Neighborhood|,"16.877729,-104.005476",109.7,40058.55
apartment,|México|Estado de México|City|Neighborhood|,nan,97.7,40058.55
apartment,|México|Chiapas|City|Neighborhood|,nan,270.6,40058.55
house,|México|Chiapas|City|Neighborhood|,"16.577882,-105.132056",155.4,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.406533,-99.03044",56.5,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,nan,361.0,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"20.372816,-93.058597",129.4,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,nan,375.2,40058.55
house,|México|Querétaro|City|Neighborhood|,"17.369666,-96.093647",301.1,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"21.0677,-97.446164",316.9,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"17.265453,-86.879606",120.5,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"20.766205,-101.705297",132.0,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"23.636153,-95.666715",232.4,40058.55
house,|México|Guerrero|City|Neighborhood|,nan,110.2,40058.55
house,|México|Chiapas|City|Neighborhood|,"20.807862,-94.863112",156.9,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"25.92016,-87.419582",162.5,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"22.866504,-98.440633",105.9,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"24.413568,-96.726484",121.8,40058.55
house,|México|Querétaro|City|Neighborhood|,"20.148476,-104.229554",326.0,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"23.678609,-93.820018",108.5,40058.55
house,|México|Nuevo León|City|Neighborhood|,"16.405092,-100.235761",60.0,40058.55
house,|México|Guerrero|City|Neighborhood|,"17.229112,-102.793819",270.3,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"18.030706,-95.109374",391.6,40058.55
apartment,|México|Morelos|City|Neighborhood|,"20.019519,-95.353795",165.9,40058.55
house,|México|Chiapas|City|Neighborhood|,nan,91.5,40058.55
house,|México|Chiapas|City|Neighborhood|,"19.462661,-92.035691",249.6,40058.55
house,|México|Estado de México|City|Neighborhood|,"22.546212,-93.524556",367.2,40058.55
house,|México|Estado de México|City|Neighborhood|,"23.093143,-102.219654",324.4,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"21.861824,-96.611303",267.9,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"19.57242,-91.593542",160.3,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.770533,-95.411285",239.7,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"19.422656,-98.090218",81.9,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"16.838737,-99.553231",287.6,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"25.92804,-93.792123",303.8,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.271825,-87.217826",387.8,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"16.723484,-92.565103",141.1,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"24.785307,-104.505082",56.5,40058.55
house,|México|Guerrero|City|Neighborhood|,"19.018347,-96.786301",241.0,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"22.50297,-88.183517",297.4,40058.55
apartment,|México|Yucatán|City|Neighborhood|,nan,326.6,40058.55
house,|México|Guerrero|City|Neighborhood|,nan,117.8,40058.55
house,|México|Morelos|City|Neighborhood|,"18.62113,-87.018612",141.6,40058.55
house,|México|Estado de México|City|Neighborhood|,"19.43044,-104.43451",229.4,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"20.107004,-87.331734",165.7,40058.55
house,|México|Morelos|City|Neighborhood|,nan,351.2,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"21.115362,-89.105817",215.8,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"25.435652,-97.632333",329.9,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"16.418804,-97.182898",253.2,40058.55
house,|México|Nuevo León|City|Neighborhood|,"21.030683,-93.315138",320.6,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,nan,166.4,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"25.20197,-105.324217",341.0,40058.55
house,|México|Tabasco|City|Neighborhood|,"16.491585,-94.13688",146.1,40058.55
house,|México|Yucatán|City|Neighborhood|,"21.734996,-102.26534",241.1,40058.55
house,|México|Yucatán|City|Neighborhood|,"24.536299,-99.08101",124.9,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"18.419277,-99.040627",216.4,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"24.762923,-96.618793",161.4,40058.55
house,|México|Nuevo León|City|Neighborhood|,nan,143.3,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"23.324546,-103.852778",388.4,40058.55
house,|México|Estado de México|City|Neighborhood|,"25.331132,-103.087425",106.0,40058.55
house,|México|Distrito Federal|City|Neighborhood|,nan,325.6,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"20.390292,-96.595018",394.5,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"16.44881,-86.911046",57.0,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"25.201138,-103.686496",294.7,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"20.702962,-87.07471",138.5,40058.55
house,|México|Morelos|City|Neighborhood|,"16.289967,-91.33277",64.2,40058.55
apartment,|México|Morelos|City|Neighborhood|,nan,191.0,40058.55
house,|México|Estado de México|City|Neighborhood|,"20.818373,-93.094445",377.3,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"17.243453,-89.465447",54.1,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"18.142718,-103.861603",255.8,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"16.644907,-95.904914",225.5,40058.55
house,|México|Tabasco|City|Neighborhood|,"21.742935,-92.058177",355.7,40058.55
house,|México|Guerrero|City|Neighborhood|,"22.220295,-94.263591",79.4,40058.55
house,|México|Yucatán|City|Neighborhood|,nan,288.5,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"24.171021,-104.554566",288.0,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"24.610088,-92.185979",284.2,40058.55
house,|México|Chiapas|City|Neighborhood|,"22.156244,-95.319445",379.8,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"16.127565,-98.416783",338.1,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"22.952297,-99.1945",64.7,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"20.179992,-93.583347",214.9,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.655575,-88.180093",189.3,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"22.490806,-96.076481",158.6,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"19.502366,-89.505537",208.0,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"25.170985,-97.956872",184.5,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.339749,-103.952111",201.3,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"22.715118,-104.769885",392.7,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"16.043596,-104.973313",81.0,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"25.246511,-98.396997",372.8,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"17.125041,-99.255245",218.1,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"16.948842,-91.64126",268.3,40058.55
house,|México|Querétaro|City|Neighborhood|,"19.330076,-91.14357",340.6,40058.55
house,|México|Tabasco|City|Neighborhood|,"19.735663,-104.982921",176.2,40058.55
house,|México|Tabasco|City|Neighborhood|,"18.143001,-101.577535",200.6,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.851217,-100.514763",193.3,40058.55
house,|México|Chiapas|City|Neighborhood|,"20.429141,-95.04776",181.2,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"16.341756,-103.109696",373.9,40058.55
house,|México|Tabasco|City|Neighborhood|,nan,340.1,40058.55
house,|México|Morelos|City|Neighborhood|,"24.104329,-87.124222",88.1,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"22.897015,-89.915942",87.8,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"23.248709,-102.386902",199.8,40058.55
house,|México|Estado de México|City|Neighborhood|,nan,84.5,40058.55
house,|México|Chiapas|City|Neighborhood|,"19.10973,-98.88756",266.7,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"16.996639,-90.179919",100.3,40058.55
apartment,|México|Estado de México|City|Neighborhood|,nan,232.8,40058.55
house,|México|Guerrero|City|Neighborhood|,"24.317853,-103.443005",52.5,40058.55
house,|México|Estado de México|City|Neighborhood|,"25.804708,-91.220159",160.8,40058.55
house,|México|Yucatán|City|Neighborhood|,"20.93847,-98.06224",287.0,40058.55
house,|México|Yucatán|City|Neighborhood|,"16.097004,-100.741515",219.4,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.400448,-98.490028",392.4,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"19.220806,-96.044869",355.9,40058.55
house,|México|Chiapas|City|Neighborhood|,"21.785853,-99.13769",175.7,40058.55
house,|México|Estado de México|City|Neighborhood|,"16.750936,-101.161885",65.9,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"25.433573,-98.029959",346.0,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"19.650837,-105.616542",368.9,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"25.125842,-90.550043",337.2,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,nan,94.8,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"23.554373,-105.121908",399.3,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"22.067196,-92.926026",140.5,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"22.267838,-90.521277",303.5,40058.55
house,|México|Querétaro|City|Neighborhood|,"22.380032,-89.723417",367.8,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"22.287214,-96.129816",132.5,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"21.537282,-101.892636",367.9,40058.55
house,|México|Morelos|City|Neighborhood|,"25.86414,-91.255446",158.3,40058.55
house,|México|Yucatán|City|Neighborhood|,"23.322906,-92.005738",391.7,40058.55
house,|México|Tabasco|City|Neighborhood|,"23.769464,-101.074585",148.4,40058.55
house,|México|Chiapas|City|Neighborhood|,"24.724628,-87.931845",383.7,40058.55
apartment,|México|Morelos|City|Neighborhood|,"18.156398,-103.912571",68.7,40058.55
house,|México|Querétaro|City|Neighborhood|,"16.838042,-86.346235",298.2,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"20.828944,-88.795044",236.2,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"21.140807,-92.242027",217.3,40058.55
house,|México|Querétaro|City|Neighborhood|,"24.291818,-87.225002",128.2,40058.55
apartment,|México|Morelos|City|Neighborhood|,"20.437836,-91.553777",297.0,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"21.70853,-102.19086",116.8,40058.55
apartment,|México|Querétaro|City|Neighborhood|,nan,243.5,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"16.382028,-104.56994",138.6,40058.55
house,|México|Morelos|City|Neighborhood|,"22.152149,-98.206852",384.5,40058.55
apartment,|México|Estado de México|City|Neighborhood|,nan,60.0,40058.55
house,|México|Nuevo León|City|Neighborhood|,"17.575005,-98.271133",119.9,40058.55
house,|México|Querétaro|City|Neighborhood|,"21.943317,-99.394116",134.8,40058.55
house,|México|Morelos|City|Neighborhood|,"21.936105,-94.092886",194.9,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"17.64185,-88.555909",131.5,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"17.234636,-105.048336",222.0,40058.55
house,|México|Estado de México|City|Neighborhood|,"25.800519,-98.290591",355.4,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"19.937192,-102.835185",299.2,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"18.274217,-92.092915",253.0,40058.55
house,|México|Estado de México|City|Neighborhood|,"17.713245,-103.885509",81.2,40058.55
house,|México|Querétaro|City|Neighborhood|,"22.676017,-92.703845",292.9,40058.55
house,|México|Morelos|City|Neighborhood|,"22.094453,-100.276383",108.2,40058.55
house,|México|Nuevo León|City|Neighborhood|,"22.435521,-102.021664",325.2,40058.55
house,|México|Guerrero|City|Neighborhood|,"16.88006,-87.272949",137.5,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"24.935346,-105.629508",196.0,40058.55
house,|México|Estado de México|City|Neighborhood|,"19.892664,-97.244455",172.7,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"19.133694,-105.56746",350.6,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"20.623614,-96.328139",94.3,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"19.900661,-95.979052",248.0,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"24.63577,-99.566751",99.7,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"25.29261,-103.356764",296.7,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"19.034532,-98.472249",366.8,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"24.639358,-92.554741",202.1,40058.55
house,|México|Morelos|City|Neighborhood|,"23.815231,-90.352084",220.8,40058.55
house,|México|Chiapas|City|Neighborhood|,"25.308077,-95.384988",374.6,40058.55
apartment,|México|Yucatán|City|Neighborhood|,nan,232.3,40058.55
house,|México|Guerrero|City|Neighborhood|,"21.769592,-101.987673",220.7,40058.55
house,|México|Yucatán|City|Neighborhood|,nan,252.4,40058.55
house,|México|Tabasco|City|Neighborhood|,nan,291.2,40058.55
house,|México|Yucatán|City|Neighborhood|,"16.053242,-101.014093",87.4,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"21.648192,-101.502264",337.4,40058.55
house,|México|Nuevo León|City|Neighborhood|,"19.392034,-95.611024",202.4,40058.55
apartment,|México|Estado de México|City|Neighborhood|,nan,75.3,40058.55
house,|México|Estado de México|City|Neighborhood|,"22.449063,-87.101052",325.2,40058.55
apartment,|México|Guerrero|City|Neighborhood|,nan,181.9,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"22.091954,-93.166486",85.1,40058.55
house,|México|Yucatán|City|Neighborhood|,"24.53173,-89.654815",271.8,40058.55
apartment,|México|Morelos|City|Neighborhood|,"18.645971,-94.795171",358.0,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"21.195019,-100.899927",360.7,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"20.505365,-100.748995",385.2,40058.55
house,|México|Yucatán|City|Neighborhood|,"16.116449,-105.214939",353.7,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"21.568121,-99.891115",50.7,40058.55
house,|México|Morelos|City|Neighborhood|,"22.615243,-91.107926",183.1,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"21.919144,-105.049645",336.5,40058.55
house,|México|Querétaro|City|Neighborhood|,"23.362799,-101.614094",178.2,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.713395,-91.87535",260.5,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"16.667503,-90.346969",262.2,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"17.164455,-96.893632",177.8,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"21.964746,-92.038513",366.6,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"18.749792,-98.240957",226.1,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"16.796451,-102.801735",212.7,40058.55
house,|México|Nuevo León|City|Neighborhood|,"20.296027,-98.03701",399.1,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"21.543226,-94.400644",222.7,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"19.28746,-87.038934",112.4,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"23.204337,-104.624981",229.6,40058.55
house,|México|Querétaro|City|Neighborhood|,"22.437706,-95.852118",334.9,40058.55
house,|México|Nuevo León|City|Neighborhood|,"19.328184,-99.421604",321.9,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"23.548725,-95.833766",326.0,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,nan,297.8,40058.55
house,|México|Guerrero|City|Neighborhood|,nan,139.0,40058.55
apartment,|México|Morelos|City|Neighborhood|,"21.534277,-89.602637",351.7,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"16.113897,-94.921165",362.7,40058.55
apartment,|México|Querétaro|City|Neighborhood|,nan,118.0,40058.55
house,|México|Yucatán|City|Neighborhood|,"19.760418,-100.289499",95.7,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"25.426097,-100.03915",391.5,40058.55
apartment,|México|Morelos|City|Neighborhood|,"24.179848,-98.337971",353.9,40058.55
apartment,|México|Querétaro|City|Neighborhood|,"21.876945,-89.288586",362.6,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,nan,360.2,40058.55
apartment,|México|Morelos|City|Neighborhood|,"18.037174,-97.226892",239.6,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"19.403848,-98.132943",276.2,40058.55
apartment,|México|Morelos|City|Neighborhood|,"20.765679,-89.068984",240.9,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.960655,-97.461894",67.9,40058.55
house,|México|Nuevo León|City|Neighborhood|,nan,310.9,40058.55
house,|México|Tabasco|City|Neighborhood|,"17.653704,-101.381167",226.9,40058.55
apartment,|México|Morelos|City|Neighborhood|,"25.777128,-91.129949",276.7,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"17.079246,-95.360234",225.9,40058.55
house,|México|Querétaro|City|Neighborhood|,"25.319441,-89.819309",222.1,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"25.13578,-90.385345",110.1,40058.55
house,|México|Chiapas|City|Neighborhood|,"21.253605,-101.699905",147.5,40058.55
house,|México|Guerrero|City|Neighborhood|,"23.249103,-91.687289",105.6,40058.55
house,|México|Yucatán|City|Neighborhood|,"20.360483,-89.998912",118.5,40058.55
house,|México|Tabasco|City|Neighborhood|,"22.300346,-99.077855",390.5,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"19.405759,-102.547818",103.6,40058.55
house,|México|Nuevo León|City|Neighborhood|,"19.01159,-105.947357",144.2,40058.55
house,|México|Estado de México|City|Neighborhood|,"21.782298,-96.981927",256.7,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"20.981297,-98.951345",263.6,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"21.795364,-94.901803",103.9,40058.55
house,|México|Morelos|City|Neighborhood|,"18.866606,-102.239178",327.8,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"19.669578,-88.806689",324.8,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"16.83898,-100.844896",133.1,40058.55
house,|México|Morelos|City|Neighborhood|,"16.522764,-101.471408",151.0,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"18.534571,-96.385719",378.3,40058.55
house,|México|Morelos|City|Neighborhood|,"16.742469,-96.02298",339.0,40058.55
apartment,|México|Querétaro|City|Neighborhood|,nan,294.2,40058.55
house,|México|Chiapas|City|Neighborhood|,"24.129284,-100.562785",78.8,40058.55
apartment,|México|Yucatán|City|Neighborhood|,nan,196.4,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"22.589428,-91.630796",245.8,40058.55
house,|México|Estado de México|City|Neighborhood|,"18.725577,-90.598219",115.6,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"24.715457,-96.75343",206.9,40058.55
house,|México|Nuevo León|City|Neighborhood|,"20.849923,-91.71826",260.4,40058.55
house,|México|Querétaro|City|Neighborhood|,"19.055765,-91.281292",164.6,40058.55
apartment,|México|Morelos|City|Neighborhood|,"21.176389,-103.234489",323.3,40058.55
house,|México|Yucatán|City|Neighborhood|,"19.81958,-86.67644",344.2,40058.55
house,|México|Yucatán|City|Neighborhood|,"21.643011,-89.579361",163.3,40058.55
house,|México|Distrito Federal|City|Neighborhood|,nan,343.5,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,nan,86.3,40058.55
apartment,|México|Distrito Federal|City|Neighborhood|,"20.255559,-103.486777",343.2,40058.55
house,|México|Guerrero|City|Neighborhood|,"19.482306,-103.232429",103.5,40058.55
house,|México|Chiapas|City|Neighborhood|,"23.102098,-91.036764",79.0,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,"19.638994,-96.606915",274.6,40058.55
house,|México|Morelos|City|Neighborhood|,"24.332743,-90.341317",215.2,40058.55
house,|México|Guerrero|City|Neighborhood|,"20.542707,-91.074902",367.8,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"23.195584,-93.907746",177.1,40058.55
apartment,|México|Nuevo León|City|Neighborhood|,nan,150.5,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"24.461192,-105.632886",225.3,40058.55
house,|México|Chiapas|City|Neighborhood|,"23.35718,-99.764447",209.6,40058.55
house,|México|Yucatán|City|Neighborhood|,"18.117168,-93.243556",170.5,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"17.45286,-105.813101",292.8,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"19.162923,-105.340461",315.8,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"25.760706,-88.96224",348.5,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"18.568316,-92.319503",390.5,40058.55
house,|México|Nuevo León|City|Neighborhood|,nan,143.3,40058.55
house,|México|Guerrero|City|Neighborhood|,"16.300202,-92.240743",300.6,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"19.972275,-90.150867",188.0,40058.55
house,|México|Morelos|City|Neighborhood|,"21.7132,-99.864114",287.0,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"25.531246,-105.279252",216.6,40058.55
