property_type,state,lat,lon,area_m2,price_usd
apartment,Distrito Federal,24.734232,-100.18991,108.6,187449.87
apartment,Veracruz de Ignacio de la Llave,25.007019,-96.600235,225.1,54554.24
house,Distrito Federal,20.217209,-88.197177,291.8,167801.35
house,Distrito Federal,18.768278,-91.845573,294.0,248346.86
house,Chiapas,21.923503,-104.755935,277.0,152426.72
house,Chiapas,25.123633,-103.053939,146.4,168576.92
house,Veracruz de Ignacio de la Llave,22.229666,-93.381564,272.6,45588.93
house,Nuevo León,22.315602,-97.046531,259.8,154842.14
house,Veracruz de Ignacio de la Llave,23.33113,-103.314503,112.8,247867.15
apartment,Veracruz de Ignacio de la Llave,17.315677,-86.841318,296.8,225285.62
house,Estado de México,23.15825,-95.406806,209.3,136906.15
apartment,Estado de México,25.090325,-101.162134,283.7,250442.37
apartment,Distrito Federal,17.796831,-95.987929,343.1,231367.21
apartment,Yucatán,18.375433,-92.407593,109.4,186144.04
apartment,Chiapas,25.713951,-104.475216,56.7,42228.25
apartment,Nuevo León,24.543851,-89.86069,263.4,47215.18
house,Yucatán,20.453053,-105.122001,386.3,282119.4
apartment,Yucatán,21.148174,-102.685004,237.6,38568.42
house,Nuevo León,17.635239,-105.000419,103.8,236773.47
house,Nuevo León,19.910815,-89.127007,250.4,294149.99
house,Distrito Federal,25.694123,-86.376149,147.0,204387.82
apartment,Querétaro,19.251901,-101.160457,257.5,133269.5
apartment,Veracruz de Ignacio de la Llave,23.734731,-86.78746,174.2,264797.48
apartment,Distrito Federal,17.308737,-102.061486,68.2,274827.17
apartment,Tabasco,25.69821,-86.971404,61.1,131424.29
house,Yucatán,20.537895,-86.103614,198.2,214337.2
house,Veracruz de Ignacio de la Llave,18.360505,-91.765544,79.6,208683.99
apartment,Morelos,17.697579,-94.609204,358.3,206454.21
apartment,Chiapas,21.197739,-100.809164,359.0,123897.87
house,Distrito Federal,19.370032,-97.260082,280.7,78187.88
house,Veracruz de Ignacio de la Llave,24.288834,-94.128781,123.9,175059.79
apartment,Tabasco,20.308875,-104.538369,352.0,172787.49
house,Guerrero,18.487143,-93.553135,360.1,226521.7
apartment,Yucatán,22.17145,-86.376443,118.8,90126.36
house,Veracruz de Ignacio de la Llave,23.067772,-102.197847,308.1,30937.79
house,Yucatán,24.499593,-100.637135,324.0,42606.16
apartment,Morelos,17.962457,-99.68663,204.9,84661.67
apartment,Querétaro,25.634799,-92.889801,322.3,249502.59
house,Veracruz de Ignacio de la Llave,20.784911,-94.046353,205.1,138672.49
apartment,Distrito Federal,21.413744,-88.183357,178.6,31647.44
house,Estado de México,16.570269,-96.813926,333.1,90760.62
house,Nuevo León,21.855877,-92.584699,233.5,260625.87
house,Guerrero,18.337408,-101.106899,144.3,86011.32
house,Veracruz de Ignacio de la Llave,16.41579,-88.457591,303.2,100173.07
house,Chiapas,20.981299,-101.1364,252.0,53899.77
house,Tabasco,22.893104,-94.988587,276.7,132872.92
house,Tabasco,18.523119,-102.150137,60.3,244069.47
apartment,Guerrero,22.136379,-87.77759,228.3,263720.22
house,Chiapas,24.979353,-89.58985,241.0,304305.14
house,Estado de México,21.831302,-105.024674,78.5,203186.14
apartment,Nuevo León,23.302217,-89.125424,117.7,171791.82
house,Chiapas,22.409655,-99.152098,193.0,311333.62
house,Tabasco,23.017383,-90.867069,63.1,221064.62
apartment,Nuevo León,21.564646,-94.351298,301.0,112376.67
apartment,Distrito Federal,25.113392,-102.235356,228.0,198344.56
apartment,Nuevo León,16.209341,-102.315027,135.1,158260.05
house,Veracruz de Ignacio de la Llave,19.157732,-104.859952,310.7,269212.66
house,Tabasco,23.665273,-89.193036,116.5,159085.05
house,Chiapas,23.021075,-105.650036,211.2,184396.71
apartment,Yucatán,19.313522,-105.019907,150.2,220188.08
apartment,Veracruz de Ignacio de la Llave,22.756629,-94.544594,136.6,254392.0
apartment,Distrito Federal,19.959372,-89.610086,275.8,143787.33
house,Chiapas,20.541837,-99.007712,338.6,74384.17
house,Nuevo León,18.508791,-105.467833,145.8,238916.61
apartment,Distrito Federal,17.204473,-91.29543,393.0,37360.1
apartment,Nuevo León,21.845431,-93.487002,258.7,89895.29
apartment,Tabasco,19.778392,-91.166317,52.6,281187.54
apartment,Yucatán,16.620368,-92.495383,231.4,181430.41
house,Yucatán,19.393053,-101.88236,63.1,295857.93
apartment,Yucatán,21.059317,-98.950379,249.2,169079.12
apartment,Morelos,17.61923,-103.477797,372.3,170969.74
house,Yucatán,22.581022,-103.40286,388.9,65612.25
apartment,Veracruz de Ignacio de la Llave,25.977494,-92.476085,239.2,259702.3
house,Chiapas,20.517395,-88.827998,210.4,101769.12
house,Querétaro,19.547286,-86.745348,380.8,287258.29
apartment,Guerrero,20.007042,-93.433058,285.8,290444.78
house,Guerrero,17.151462,-102.317974,72.7,299677.61
apartment,Yucatán,24.832736,-103.886993,213.0,179433.93
house,Tabasco,20.148257,-89.742981,134.1,224016.13
apartment,Querétaro,19.872744,-94.42487,214.4,252841.36
apartment,Morelos,22.596903,-93.6343,209.4,68814.68
house,Chiapas,20.420334,-90.370758,253.8,202377.31
house,Querétaro,16.614463,-89.310835,107.5,172992.47
apartment,Nuevo León,22.487654,-88.982945,282.4,135329.31
house,Yucatán,21.817366,-105.331529,63.8,83482.93
house,Guerrero,20.014618,-94.404143,309.5,194708.73
apartment,Morelos,19.380844,-102.669929,339.7,212736.05
apartment,Tabasco,17.26824,-91.755596,388.8,189801.58
house,Yucatán,19.917425,-102.482194,361.4,241410.3
house,Veracruz de Ignacio de la Llave,18.088309,-87.703301,59.7,154575.91
house,Estado de México,21.523661,-103.1152,210.9,215776.39
apartment,Chiapas,21.952297,-90.820463,270.0,36796.59
apartment,Nuevo León,24.719131,-95.987609,245.0,217450.99
house,Tabasco,21.769816,-87.764298,309.9,207387.36
house,Veracruz de Ignacio de la Llave,19.454809,-103.067709,147.9,119640.76
house,Yucatán,24.030119,-93.081442,247.7,55962.59
apartment,Morelos,16.792803,-102.864791,194.8,293968.85
house,Estado de México,21.658506,-92.331412,312.6,227479.39
house,Distrito Federal,25.080185,-94.126308,292.7,67702.85
apartment,Estado de México,19.963126,-90.903451,396.7,132963.43
apartment,Morelos,17.434695,-97.040567,224.4,269057.22
apartment,Veracruz de Ignacio de la Llave,17.514455,-97.890566,165.3,43987.84
apartment,Chiapas,20.327715,-86.318211,204.2,98832.57
apartment,Distrito Federal,21.956798,-100.155021,349.9,284454.98
apartment,Veracruz de Ignacio de la Llave,16.806154,-100.103655,289.5,34183.89
apartment,Morelos,25.395686,-98.909036,358.9,88818.69
apartment,Morelos,21.866239,-100.953545,355.7,205914.21
apartment,Yucatán,16.801868,-100.686289,361.0,50618.52
house,Querétaro,20.768389,-88.083685,165.2,39591.22
apartment,Chiapas,18.770692,-102.625011,66.7,236305.27
apartment,Yucatán,25.408802,-86.633461,173.3,292565.22
apartment,Chiapas,17.243458,-96.942333,349.8,147548.34
house,Yucatán,24.751336,-87.085698,188.6,85941.99
house,Querétaro,25.709402,-92.463599,119.7,178549.31
house,Estado de México,17.771535,-99.968263,198.7,289665.89
house,Nuevo León,23.220661,-102.23395,184.9,260190.62
apartment,Tabasco,20.054228,-104.139652,316.7,228415.43
house,Querétaro,21.806452,-103.906791,395.9,289489.53
house,Veracruz de Ignacio de la Llave,25.359372,-97.541129,212.8,66389.46
house,Nuevo León,25.505328,-93.131421,104.9,168566.98
apartment,Yucatán,16.220661,-102.05634,381.6,51604.61
apartment,Tabasco,16.861321,-102.663028,143.9,123807.15
apartment,Querétaro,24.143868,-87.525372,256.8,300192.7
apartment,Chiapas,18.803348,-89.570575,302.5,111915.99
apartment,Veracruz de Ignacio de la Llave,17.321797,-98.918709,379.4,162562.69
house,Nuevo León,20.398556,-92.883585,358.6,222370.73
apartment,Distrito Federal,22.439566,-95.254487,230.3,77673.17
house,Nuevo León,19.809518,-92.457515,321.1,169830.99
house,Tabasco,16.545654,-92.346577,246.8,241479.52
house,Nuevo León,19.832154,-105.219872,94.1,221731.0
house,Distrito Federal,20.425773,-88.180522,144.1,300378.58
house,Querétaro,24.204876,-89.352179,303.0,251749.15
apartment,Guerrero,24.263408,-86.167513,61.4,106842.53
house,Morelos,21.880005,-102.727676,258.3,296915.95
house,Estado de México,19.531029,-92.164447,238.7,236199.03
house,Estado de México,23.997834,-92.514129,389.1,245820.74
house,Chiapas,21.54687,-86.400891,219.5,93837.87
house,Querétaro,24.259323,-86.287985,72.3,157495.57
apartment,Chiapas,23.844055,-101.127704,344.4,250413.55
apartment,Veracruz de Ignacio de la Llave,21.98563,-90.028883,398.9,61125.3
house,Estado de México,20.141411,-103.859417,200.6,305093.3
apartment,Morelos,25.579459,-90.386014,162.1,284589.03
apartment,Nuevo León,21.411138,-87.796078,367.3,108414.86
house,Morelos,22.050895,-98.343332,116.9,265416.07
house,Guerrero,18.204876,-93.387294,265.4,178892.06
apartment,Distrito Federal,22.256508,-97.397145,192.0,162829.21
house,Nuevo León,21.716076,-97.244699,64.4,120944.43
house,Veracruz de Ignacio de la Llave,23.636923,-87.184983,382.1,210409.67
apartment,Veracruz de Ignacio de la Llave,21.234014,-102.504374,143.8,230331.04
house,Chiapas,18.267726,-88.505127,334.0,233687.25
house,Querétaro,22.66522,-91.251371,69.4,46348.26
house,Tabasco,20.418337,-104.654308,74.7,161819.36
house,Morelos,17.844591,-87.755835,318.2,100290.97
apartment,Veracruz de Ignacio de la Llave,18.022939,-93.336427,280.3,168856.64
apartment,Estado de México,19.867071,-91.578907,338.4,283625.81
apartment,Veracruz de Ignacio de la Llave,16.511502,-100.856953,276.6,139109.31
apartment,Estado de México,19.977934,-91.612237,389.1,244658.9
apartment,Nuevo León,20.832943,-98.493573,373.6,166879.27
apartment,Guerrero,19.827841,-93.464933,231.0,313426.59
apartment,Estado de México,24.391466,-103.078069,91.0,250545.48
house,Distrito Federal,17.453267,-89.539929,234.9,91413.36
house,Yucatán,21.056967,-101.299374,94.4,174093.89
apartment,Morelos,16.620414,-92.954378,257.4,97977.56
house,Chiapas,16.711557,-97.896057,218.9,147980.47
house,Nuevo León,21.660184,-103.850989,53.5,250769.16
apartment,Morelos,24.780335,-105.661744,118.2,96407.48
apartment,Chiapas,21.578737,-87.808711,222.0,293684.52
apartment,Tabasco,16.486948,-89.60646,184.3,139557.43
house,Yucatán,16.980077,-86.012994,198.5,174234.32
house,Estado de México,16.440659,-101.771375,300.1,203546.57
house,Estado de México,17.852769,-100.696585,261.3,190705.73
house,Guerrero,21.412701,-92.742804,154.6,169820.38
apartment,Querétaro,16.455852,-87.683713,126.2,81717.07
apartment,Veracruz de Ignacio de la Llave,25.459709,-95.94249,388.1,262566.19
house,Tabasco,24.421654,-90.097794,95.7,185552.93
house,Morelos,16.771875,-86.451236,59.0,249328.86
apartment,Veracruz de Ignacio de la Llave,17.269444,-102.725421,323.2,300813.54
apartment,Nuevo León,17.232838,-100.011538,120.4,136457.67
house,Guerrero,21.185617,-103.9969,78.0,70094.27
house,Nuevo León,18.458474,-100.565648,216.1,178913.58
apartment,Guerrero,25.489807,-99.15549,320.0,103417.67
house,Morelos,17.425566,-86.372333,370.3,147149.33
house,Querétaro,19.821395,-93.406328,349.1,140478.32
apartment,Distrito Federal,22.704343,-89.58302,345.9,107522.81
house,Estado de México,22.418195,-100.370454,329.7,176274.33
apartment,Yucatán,20.896441,-104.867489,131.5,205417.93
apartment,Nuevo León,20.15443,-103.592437,345.9,192370.29
apartment,Morelos,16.24005,-94.384628,304.5,234704.87
house,Veracruz de Ignacio de la Llave,19.353716,-87.424732,393.3,298084.47
house,Guerrero,17.770823,-96.065131,104.5,290851.3
apartment,Nuevo León,16.984242,-89.14109,129.0,300463.6
apartment,Yucatán,23.286563,-91.362545,115.4,117489.17
apartment,Guerrero,18.36924,-93.253957,58.7,275808.14
apartment,Distrito Federal,16.969657,-104.586068,342.3,62847.14
apartment,Querétaro,17.790316,-98.769196,177.9,300847.96
apartment,Veracruz de Ignacio de la Llave,22.775458,-86.07551,244.1,34225.03
apartment,Querétaro,20.750899,-89.678865,374.2,44672.29
house,Querétaro,25.224343,-97.358654,53.2,186154.78
apartment,Chiapas,18.806008,-94.091704,137.6,166134.14
apartment,Morelos,19.499379,-88.268091,284.3,205848.42
house,Guerrero,23.824258,-97.781149,360.9,278501.36
apartment,Estado de México,25.925146,-93.913912,211.0,219698.34
house,Guerrero,24.306228,-103.113759,331.7,288954.92
house,Yucatán,18.246574,-104.128812,388.6,65615.99
house,Distrito Federal,19.993326,-105.666569,144.0,182759.9
apartment,Distrito Federal,20.096729,-88.529315,223.2,112440.24
apartment,Morelos,17.808919,-101.769865,245.7,221586.96
apartment,Veracruz de Ignacio de la Llave,19.341927,-99.599678,100.6,77877.6
house,Nuevo León,24.041656,-88.724208,53.0,288491.92
apartment,Estado de México,24.664232,-97.864525,316.4,122714.68
apartment,Querétaro,16.596173,-90.752776,299.6,188559.22
apartment,Guerrero,22.920506,-103.122477,178.2,45933.7
apartment,Querétaro,17.399874,-105.82762,68.5,44050.41
house,Morelos,20.158186,-105.600541,314.2,236316.6
house,Morelos,20.027395,-96.892102,134.1,104419.94
house,Tabasco,21.196117,-95.639693,163.2,85696.47
apartment,Yucatán,25.965263,-105.850737,114.3,221986.78
apartment,Querétaro,17.352173,-97.546268,251.9,31693.07
apartment,Chiapas,22.75456,-91.638637,104.2,260621.7
house,Tabasco,17.330098,-91.355616,294.0,86002.31
house,Veracruz de Ignacio de la Llave,17.587368,-101.339621,246.0,141351.4
apartment,Chiapas,25.492731,-89.73716,185.3,169380.9
house,Distrito Federal,24.796015,-94.231375,197.1,132472.3
apartment,Tabasco,25.07042,-101.784738,246.7,122728.72
house,Querétaro,18.083154,-93.439391,77.5,213922.65
apartment,Estado de México,19.554393,-89.401208,358.4,38238.84
apartment,Guerrero,22.69219,-97.687444,77.3,153839.47
house,Distrito Federal,19.578112,-92.614634,144.7,58452.86
house,Morelos,21.937806,-97.03829,179.7,247119.88
house,Estado de México,17.614578,-101.914871,358.6,193667.77
house,Yucatán,20.717398,-93.463947,379.7,46805.97
apartment,Veracruz de Ignacio de la Llave,21.534718,-98.82515,308.8,71510.24
apartment,Chiapas,18.101072,-96.39633,284.2,90644.67
house,Morelos,16.251991,-94.682964,214.7,186440.06
house,Guerrero,19.548319,-87.66488,67.2,112154.68
apartment,Morelos,18.611624,-91.626015,208.9,236885.1
apartment,Estado de México,22.949531,-94.27529,155.6,53745.63
apartment,Tabasco,21.673909,-96.152659,184.4,61742.22
house,Morelos,23.350252,-96.721275,312.1,77255.37
apartment,Distrito Federal,22.101079,-101.083628,145.3,309612.29
apartment,Querétaro,20.881777,-87.703157,91.1,76632.07
house,Chiapas,17.331821,-99.291864,138.2,170122.44
apartment,Guerrero,18.61333,-86.95472,372.3,135065.98
house,Guerrero,20.190995,-95.338894,253.6,213299.3
apartment,Morelos,21.992993,-93.369112,236.7,68252.45
house,Chiapas,18.881845,-103.412388,178.1,109653.01
apartment,Chiapas,23.346083,-97.062516,95.2,268324.65
apartment,Distrito Federal,16.239463,-90.440301,237.9,116151.68
apartment,Guerrero,25.414742,-102.708679,157.9,40450.17
apartment,Morelos,20.716495,-87.468292,317.4,181242.77
house,Veracruz de Ignacio de la Llave,16.91422,-91.791564,136.7,117774.61
apartment,Tabasco,22.256819,-97.621528,62.7,134628.91
apartment,Estado de México,21.505317,-95.654557,85.6,50452.05
house,Guerrero,20.073655,-104.31574,305.0,312762.49
apartment,Veracruz de Ignacio de la Llave,21.21377,-86.308482,119.9,42746.13
apartment,Yucatán,24.965747,-92.671854,179.9,217710.45
house,Nuevo León,17.962943,-100.291919,225.6,157409.16
apartment,Yucatán,16.225645,-94.283832,303.9,301270.93
apartment,Morelos,24.616649,-103.810353,89.6,101494.66
apartment,Distrito Federal,21.771171,-86.683267,192.2,182803.62
apartment,Morelos,24.906585,-102.5043,219.8,168669.66
house,Yucatán,21.969452,-93.039394,239.3,231340.99
apartment,Tabasco,24.101611,-101.090911,336.4,50908.17
apartment,Veracruz de Ignacio de la Llave,20.296734,-91.648772,110.1,86655.86
apartment,Yucatán,23.498599,-90.463573,332.7,92560.53
house,Morelos,17.807852,-88.150618,294.8,194571.34
house,Guerrero,18.687976,-104.427466,194.2,92753.51
house,Chiapas,17.986446,-99.381705,98.4,276461.83
house,Guerrero,18.46857,-101.03425,283.0,299357.97
apartment,Chiapas,19.064154,-86.239721,233.6,178940.11
house,Yucatán,21.551338,-98.212204,273.8,131708.84
apartment,Yucatán,21.879916,-91.347746,168.3,98100.63
house,Distrito Federal,22.154208,-101.758375,255.6,107889.5
apartment,Nuevo León,16.877882,-100.374309,207.4,183238.5
apartment,Chiapas,21.180775,-101.313499,327.9,144205.12
house,Nuevo León,18.139947,-105.60697,223.1,228782.21
house,Querétaro,20.003128,-86.687803,143.7,177258.5
apartment,Distrito Federal,24.118661,-99.168592,193.7,107683.23
apartment,Estado de México,22.688765,-92.394986,290.0,232414.19
apartment,Chiapas,23.986558,-89.491202,350.6,298918.74
apartment,Guerrero,25.327529,-103.067834,81.1,125175.52
house,Querétaro,17.537837,-90.198335,162.2,172631.25
house,Guerrero,21.645906,-93.54906,196.3,247710.99
house,Tabasco,22.630272,-99.821646,137.9,311506.17
apartment,Distrito Federal,22.790666,-98.625497,162.2,300378.08
house,Chiapas,25.317404,-90.605372,97.2,87598.56
apartment,Distrito Federal,23.201575,-97.992867,250.3,231803.45
apartment,Guerrero,18.872212,-87.056941,204.6,160566.92
apartment,Querétaro,24.797524,-97.870746,171.4,185226.28
house,Estado de México,16.492209,-90.563279,311.3,273044.26
house,Guerrero,24.973857,-88.049353,314.9,137648.41
apartment,Guerrero,18.561915,-87.844775,166.2,171765.08
house,Yucatán,18.206511,-104.251664,310.6,196173.73
apartment,Querétaro,24.591118,-89.489303,95.6,287626.41
apartment,Distrito Federal,21.000583,-90.173786,171.0,223189.97
apartment,Yucatán,22.748932,-101.981773,332.7,211560.64
apartment,Guerrero,18.390664,-89.897616,136.2,59856.82
house,Distrito Federal,23.580404,-88.997345,72.1,203291.54
apartment,Chiapas,23.600055,-100.216993,96.1,65957.24
house,Distrito Federal,19.12598,-86.954798,350.6,53945.66
apartment,Morelos,20.106826,-105.002797,271.8,181446.25
apartment,Veracruz de Ignacio de la Llave,22.456026,-94.484151,234.7,56936.83
house,Chiapas,19.033855,-105.660617,131.6,81255.17
house,Nuevo León,17.307173,-87.354662,173.1,308931.72
apartment,Chiapas,22.717089,-92.681057,240.2,112936.78
apartment,Veracruz de Ignacio de la Llave,23.293098,-89.546851,75.5,152029.69
apartment,Yucatán,21.750606,-105.734376,326.5,216277.11
house,Estado de México,18.068179,-95.159694,126.2,38598.18
apartment,Morelos,21.044559,-96.80874,287.0,261863.12
apartment,Morelos,19.121897,-96.020641,331.1,184080.12
apartment,Nuevo León,20.274665,-104.555736,246.7,110651.2
house,Chiapas,22.452186,-92.311293,309.3,49088.59
apartment,Estado de México,23.452147,-95.935592,281.7,77762.71
house,Yucatán,20.053254,-96.294187,333.1,226554.25
apartment,Querétaro,17.986316,-93.034861,249.9,50223.38
house,Veracruz de Ignacio de la Llave,23.833872,-102.552273,310.9,227859.09
house,Veracruz de Ignacio de la Llave,24.969953,-86.753239,336.3,93199.85
apartment,Querétaro,24.461242,-95.632691,375.5,221889.52
apartment,Chiapas,17.828134,-104.542031,240.8,307453.02
apartment,Nuevo León,19.392407,-89.926131,84.5,152136.81
house,Veracruz de Ignacio de la Llave,16.624313,-89.643559,131.2,158532.58
house,Veracruz de Ignacio de la Llave,19.169426,-90.930488,195.3,186020.61
house,Nuevo León,24.088263,-103.350587,81.3,118195.21
apartment,Estado de México,19.024663,-95.075048,130.8,55995.58
apartment,Yucatán,24.586981,-104.210538,151.9,234539.12
house,Estado de México,23.64651,-88.934304,76.4,227705.63
house,Nuevo León,17.466951,-88.876928,339.7,142528.04
house,Guerrero,22.825405,-100.74609,81.4,136085.58
house,Querétaro,19.316168,-88.504679,168.1,60176.2
apartment,Guerrero,21.005793,-103.421948,81.4,119579.57
apartment,Nuevo León,22.45725,-91.600064,386.5,220219.24
house,Tabasco,21.105704,-103.976688,332.5,220801.88
house,Chiapas,19.12064,-98.878654,128.3,162344.96
apartment,Distrito Federal,24.02396,-90.221721,376.7,86558.69
apartment,Distrito Federal,24.61418,-101.326191,170.6,91368.91
apartment,Querétaro,19.288226,-91.726794,380.3,91464.0
house,Guerrero,22.623137,-88.526439,51.3,96246.47
apartment,Querétaro,24.119462,-88.668086,378.5,67789.66
apartment,Guerrero,25.457497,-94.128495,109.9,213264.19
apartment,Nuevo León,24.585065,-97.449163,249.6,69720.69
house,Chiapas,17.316869,-102.782794,351.6,214825.6
apartment,Morelos,23.419777,-90.822637,398.1,232785.17
house,Querétaro,22.777232,-103.88407,287.7,190004.93
house,Tabasco,18.523147,-95.877203,75.9,104342.86
apartment,Tabasco,24.730431,-89.707499,397.5,216551.1
house,Estado de México,17.688585,-87.276739,192.8,64625.15
house,Estado de México,16.536348,-95.729643,150.6,184032.42
apartment,Nuevo León,24.49098,-98.11619,80.3,203243.53
apartment,Yucatán,19.833971,-89.035937,50.5,279221.13
apartment,Guerrero,23.20384,-89.361169,150.4,104648.36
house,Yucatán,21.111136,-97.9296,148.2,167845.1
house,Chiapas,22.04313,-99.334003,105.9,135963.14
apartment,Yucatán,20.608983,-96.16144,107.4,291294.65
apartment,Querétaro,24.28709,-94.54455,149.8,136252.4
house,Nuevo León,24.295627,-101.233256,327.5,137715.83
apartment,Distrito Federal,17.054014,-96.270345,391.3,269355.22
apartment,Veracruz de Ignacio de la Llave,24.388539,-99.319089,131.3,216539.84
house,Morelos,22.71013,-103.86358,358.5,206132.2
apartment,Nuevo León,22.970242,-101.223097,164.9,126545.91
apartment,Morelos,24.792796,-99.898006,354.5,42482.36
house,Guerrero,23.253716,-102.622814,272.6,279068.67
house,Estado de México,17.125905,-96.786544,107.7,177307.87
apartment,Nuevo León,20.07778,-99.858245,200.4,144765.86
apartment,Nuevo León,16.471967,-99.537096,307.9,221265.47
apartment,Estado de México,25.614166,-95.117828,208.7,35207.02
apartment,Querétaro,22.791626,-94.965753,396.2,279283.16
apartment,Veracruz de Ignacio de la Llave,22.31376,-98.868822,69.2,158547.02
house,Estado de México,18.487918,-86.689642,218.7,70869.79
house,Nuevo León,25.420582,-98.45303,226.1,156479.63
house,Tabasco,18.982725,-100.835464,160.6,172639.1
house,Querétaro,23.755053,-101.130659,305.2,146299.59
house,Chiapas,17.392541,-90.809597,378.6,151202.17
house,Chiapas,21.442573,-91.814077,347.7,201899.93
house,Veracruz de Ignacio de la Llave,19.691362,-97.62134,339.1,62659.05
apartment,Yucatán,19.571923,-90.482699,156.2,144493.31
house,Veracruz de Ignacio de la Llave,21.205438,-94.725258,160.9,193431.84
house,Veracruz de Ignacio de la Llave,20.406649,-101.900415,213.6,276316.47
apartment,Estado de México,24.799146,-91.160092,150.0,53843.49
apartment,Morelos,21.055208,-104.954418,386.6,52205.47
house,Estado de México,21.077578,-88.949147,159.5,273248.19
apartment,Distrito Federal,17.383716,-102.036072,84.3,92073.18
apartment,Guerrero,18.499729,-98.949415,70.0,185870.63
apartment,Chiapas,21.953664,-87.881767,212.5,68464.63
house,Tabasco,20.151457,-103.467257,201.6,189832.59
apartment,Morelos,17.957126,-104.361231,199.2,124499.33
house,Tabasco,24.202533,-102.080396,166.8,204006.44
apartment,Yucatán,22.487471,-87.124672,160.8,296022.23
house,Querétaro,20.189698,-86.470207,320.9,269442.65
house,Tabasco,20.580286,-98.474813,68.2,314505.87
house,Querétaro,18.566472,-87.53428,54.5,37993.18
apartment,Tabasco,23.521143,-95.103506,328.4,63654.42
apartment,Veracruz de Ignacio de la Llave,21.128747,-100.605151,217.0,204796.1
house,Distrito Federal,19.208545,-91.952026,95.8,264795.41
house,Estado de México,20.352623,-100.699054,350.8,255245.75
house,Nuevo León,25.206914,-92.55881,298.4,47603.26
apartment,Querétaro,19.450168,-104.959525,218.8,136561.38
apartment,Yucatán,16.547327,-103.727079,232.1,175335.25
apartment,Distrito Federal,20.186951,-86.010786,388.0,238659.04
apartment,Tabasco,18.196349,-89.954526,125.3,132429.84
apartment,Distrito Federal,16.00227,-90.26554,333.9,205710.29
house,Guerrero,24.438794,-99.998658,124.7,187217.21
house,Nuevo León,23.422922,-102.974714,286.6,213611.04
apartment,Veracruz de Ignacio de la Llave,17.678146,-100.306505,191.8,105317.13
house,Guerrero,17.203636,-98.480576,376.0,55637.01
apartment,Guerrero,16.676047,-90.873798,81.2,65477.21
house,Morelos,23.240292,-95.206764,229.0,95407.62
house,Guerrero,20.305358,-105.63942,366.4,270441.62
apartment,Querétaro,19.748249,-93.25195,105.8,146585.8
apartment,Distrito Federal,17.106036,-98.766678,108.4,48977.37
apartment,Estado de México,16.355902,-103.831993,92.4,199523.52
apartment,Nuevo León,18.327283,-90.336799,368.3,78993.71
house,Nuevo León,16.538305,-102.637638,117.8,44847.26
house,Querétaro,17.898753,-95.754789,195.7,253130.06
apartment,Tabasco,16.389578,-96.252504,207.1,103366.55
apartment,Tabasco,24.024018,-87.076262,75.1,231645.16
apartment,Estado de México,20.441834,-95.195655,376.0,147800.37
apartment,Tabasco,22.755868,-104.993541,367.9,219717.74
house,Veracruz de Ignacio de la Llave,21.088941,-104.74185,323.5,163695.57
house,Yucatán,24.614457,-102.253064,56.8,210798.89
apartment,Distrito Federal,24.660357,-105.350585,164.5,159359.69
apartment,Distrito Federal,16.099107,-91.132942,269.8,85190.22
house,Tabasco,23.780463,-91.533394,146.3,175928.74
apartment,Querétaro,20.832321,-102.904279,75.2,240621.67
house,Guerrero,25.868959,-99.976488,368.2,220235.51
apartment,Guerrero,23.545694,-101.020462,385.2,63804.75
apartment,Distrito Federal,18.486049,-98.553858,77.2,236385.68
apartment,Distrito Federal,25.921356,-96.220981,156.2,285691.45
apartment,Nuevo León,24.575306,-97.851842,187.5,293015.95
house,Estado de México,16.069823,-104.943482,226.1,135932.42
house,Tabasco,20.03481,-93.483176,79.0,185706.31
house,Chiapas,18.347544,-104.909814,267.0,73670.75
apartment,Querétaro,24.188693,-89.271205,169.1,243689.19
house,Estado de México,19.373306,-95.761227,349.6,33953.44
house,Querétaro,24.275237,-95.459848,202.1,79496.57
house,Veracruz de Ignacio de la Llave,16.005979,-94.76811,117.5,196647.52
apartment,Distrito Federal,19.078192,-102.583726,116.9,234615.41
apartment,Distrito Federal,18.411652,-102.046194,319.1,292098.57
house,Veracruz de Ignacio de la Llave,18.335674,-99.623654,143.0,232088.52
apartment,Yucatán,16.681866,-94.130072,318.5,222505.69
house,Guerrero,17.871243,-101.797644,122.1,143654.85
house,Estado de México,21.555496,-103.673365,162.6,31943.99
apartment,Querétaro,18.913611,-86.597662,212.9,65729.47
house,Guerrero,20.173948,-105.560364,380.1,183504.98
house,Distrito Federal,24.759049,-90.239297,122.4,150222.14
apartment,Querétaro,25.05299,-100.055718,175.4,239245.61
apartment,Chiapas,17.068007,-92.051368,211.2,86151.99
house,Morelos,25.534029,-93.143868,365.3,270315.28
house,Yucatán,16.602269,-90.345087,375.5,237606.78
apartment,Estado de México,18.980662,-92.161453,222.1,64989.96
house,Chiapas,19.204013,-102.882969,363.7,313010.62
apartment,Yucatán,17.642868,-101.131148,332.3,91094.54
house,Estado de México,17.224979,-101.813878,162.0,315057.05
house,Estado de México,22.349067,-104.549554,197.6,111463.1
house,Estado de México,17.23846,-91.934399,130.4,221437.11
apartment,Veracruz de Ignacio de la Llave,16.705356,-97.949473,119.9,81793.92
house,Nuevo León,25.094295,-87.599199,63.2,196486.0
house,Morelos,17.901288,-92.994899,275.2,288515.21
house,Guerrero,24.212502,-104.19162,141.9,122577.81
