property_type,state,lat,lon,area_m2,price_usd
apartment,Ciudad de México,18.201832,-105.713694,70.2,"$191,019.88"
house,Coahuila,22.832588,-91.24261,186.9,"$121,215.49"
house,Puebla,16.761309,-89.317108,132.0,"$269,752.99"
house,Oaxaca,24.512069,-91.190477,126.8,"$298,777.55"
apartment,Tlaxcala,20.951465,-103.142994,386.0,"$122,537.87"
apartment,Baja California Sur,20.805866,,265.7,"$273,373.62"
house,Baja California Sur,21.924078,-90.621544,244.9,"$126,997.74"
apartment,San Luis Potosí,24.24681,-92.82919,195.5,"$80,875.03"
apartment,Tabasco,,-90.677681,200.1,"$285,982.78"
house,Nayarit,22.780162,-89.081571,239.3,"$277,915.46"
house,Tlaxcala,21.65732,-93.727918,293.8,"$138,915.74"
house,Veracruz de Ignacio de la Llave,18.670283,,295.8,"$91,672.94"
house,Tamaulipas,,-96.247444,110.1,"$226,335.58"
apartment,Coahuila,,-104.447013,225.0,"$65,425.56"
house,Durango,22.584518,-97.849139,194.2,"$228,200.69"
apartment,Sonora,24.505817,,354.7,"$189,217.07"
house,Puebla,24.672942,-104.679803,271.0,"$75,625.88"
apartment,Sonora,23.08363,-99.023589,236.4,"$128,979.69"
house,Sonora,24.370133,-103.780038,90.4,"$205,645.90"
house,Hidalgo,22.974715,,262.0,"$40,088.13"
house,Puebla,,,91.0,"$266,666.92"
house,Zacatecas,22.186114,,168.0,"$99,063.08"
house,Yucatán,23.527166,-86.897696,100.0,"$174,378.03"
house,Tamaulipas,17.586051,-95.548468,292.2,"$43,118.48"
apartment,Chiapas,24.808708,-100.008686,122.2,"$298,563.66"
apartment,Sinaloa,24.718435,,187.2,"$208,731.88"
apartment,Puebla,16.292473,-95.987515,363.5,"$206,463.26"
house,Coahuila,24.258168,-90.109689,121.5,"$35,330.28"
apartment,Michoacán,17.288699,-91.85827,227.7,"$216,232.43"
house,Quintana Roo,19.351189,-104.99548,196.7,"$142,529.40"
apartment,Quintana Roo,23.435083,-104.541963,56.3,"$132,668.52"
house,Hidalgo,,,327.5,"$177,766.24"
house,Tabasco,24.17967,,74.2,"$158,087.01"
apartment,Yucatán,24.321342,-101.352314,216.0,"$71,344.32"
apartment,Ciudad de México,,-100.37991,246.2,"$217,701.85"
apartment,Tamaulipas,16.063859,-89.930345,269.9,"$200,184.06"
house,Hidalgo,,-87.415439,291.0,"$111,301.44"
apartment,Nuevo León,22.169269,-97.897946,138.6,"$208,649.44"
house,Coahuila,,-87.87778,53.5,"$208,870.40"
apartment,Coahuila,22.318135,-99.570086,303.2,"$102,893.83"
apartment,Durango,,,237.5,"$193,521.27"
apartment,Campeche,22.340057,-101.47942,342.6,"$67,034.15"
house,Oaxaca,,-93.190479,337.5,"$254,276.23"
apartment,Baja California Sur,23.798454,-86.420378,345.2,"$58,326.84"
house,Sonora,17.069806,-93.930138,219.8,"$224,066.88"
apartment,Quintana Roo,,-98.843718,166.8,"$61,788.33"
house,Tlaxcala,21.412666,-93.043651,327.0,"$60,783.39"
apartment,Nuevo León,25.62992,-103.541586,208.0,"$58,691.20"
house,Sonora,19.418722,,114.2,"$83,634.60"
house,Baja California Sur,22.326219,-95.938321,349.2,"$83,932.33"
house,Nayarit,25.320281,-97.013005,358.9,"$101,008.36"
house,Nayarit,17.025097,-94.282704,213.2,"$171,249.45"
house,Aguascalientes,,-93.504323,76.5,"$84,451.76"
house,Guerrero,22.878857,-104.564484,185.7,"$219,927.92"
house,Tlaxcala,16.678371,-92.347656,331.2,"$109,744.82"
house,Colima,,-101.161366,365.6,"$40,639.54"
apartment,Nuevo León,,,121.2,"$164,015.77"
apartment,Morelos,16.673506,-89.549304,73.4,"$86,077.38"
apartment,Hidalgo,21.821705,-89.92083,357.1,"$281,943.57"
house,Quintana Roo,19.458831,-94.949981,186.3,"$119,262.98"
house,Tabasco,22.209155,-95.596602,239.6,"$30,739.26"
house,Coahuila,16.45742,-103.142481,388.8,"$211,340.95"
apartment,Veracruz de Ignacio de la Llave,24.715368,-90.493077,73.3,"$274,857.61"
house,Hidalgo,25.73489,-100.571812,276.9,"$255,512.68"
apartment,Coahuila,25.688779,-96.066092,75.9,"$210,635.92"
house,Hidalgo,,-100.314518,181.4,"$70,269.01"
apartment,Veracruz de Ignacio de la Llave,,-103.323433,331.3,"$54,322.32"
apartment,Jalisco,23.582632,-93.408846,201.7,"$168,160.44"
apartment,Aguascalientes,16.245869,-104.913359,399.0,"$225,362.18"
house,Aguascalientes,16.221236,-91.027095,245.7,"$57,348.43"
apartment,Coahuila,19.236102,-99.648264,162.4,"$99,090.87"
house,San Luis Potosí,20.886432,-105.997306,127.0,"$92,413.28"
house,Tabasco,23.704074,-95.777417,172.7,"$296,939.80"
house,Baja California Sur,,,180.4,"$109,925.99"
house,Nuevo León,20.459027,-100.476609,74.0,"$155,354.89"
house,Nayarit,,-91.86047,179.4,"$56,948.41"
apartment,Nuevo León,25.971245,-104.746208,212.5,"$77,169.49"
house,Durango,20.261813,-89.21323,303.0,"$40,650.02"
apartment,Campeche,20.51387,,279.9,"$108,453.14"
apartment,Morelos,,,298.1,"$246,430.95"
apartment,Morelos,,-91.181919,52.9,"$114,430.92"
apartment,Campeche,22.936822,-99.674597,126.2,"$229,405.85"
house,Michoacán,18.207696,-103.962152,281.6,"$55,649.59"
apartment,Colima,16.82381,,219.4,"$234,715.08"
house,Aguascalientes,22.804993,-100.592134,51.9,"$42,390.05"
apartment,Yucatán,,-89.145762,331.6,"$260,039.66"
house,Zacatecas,18.732595,-99.733042,320.5,"$209,105.86"
apartment,Sinaloa,25.508636,-90.221351,241.9,"$76,038.31"
apartment,Jalisco,17.510579,-88.162557,73.3,"$126,532.40"
house,Puebla,,-97.323652,318.3,"$148,182.92"
apartment,Aguascalientes,,-87.801137,254.3,"$197,887.90"
apartment,Morelos,,-98.453639,323.7,"$267,188.40"
apartment,Zacatecas,22.385259,-86.718432,313.1,"$55,096.86"
house,Sonora,19.975944,-104.21421,331.1,"$250,040.36"
house,Zacatecas,18.742152,-92.259615,231.3,"$79,374.74"
house,Estado de México,25.839776,-96.123719,99.1,"$138,209.93"
house,Coahuila,,-98.247024,284.9,"$289,823.68"
apartment,Campeche,24.940992,-93.345762,267.2,"$103,394.93"
house,Baja California Sur,,-91.922858,309.8,"$134,143.18"
house,Yucatán,,-105.912735,109.5,"$259,681.33"
apartment,Campeche,16.311341,-102.660938,118.2,"$245,972.76"
house,Quintana Roo,22.516668,-91.739079,361.6,"$205,188.55"
apartment,Yucatán,,-92.672292,312.5,"$245,165.58"
house,San Luis Potosí,,-86.67905,367.9,"$60,525.27"
apartment,Hidalgo,20.732099,-90.779244,315.6,"$217,965.87"
apartment,Durango,25.681934,-86.984546,259.0,"$45,834.53"
house,Estado de México,17.855255,-91.94919,278.9,"$284,466.09"
house,Nuevo León,,-100.038956,361.2,"$73,036.76"
house,Hidalgo,23.765969,-103.892702,252.6,"$142,327.48"
apartment,Nayarit,23.709218,-90.363523,271.3,"$189,502.58"
apartment,Tlaxcala,24.447832,-93.117016,104.8,"$246,611.49"
house,San Luis Potosí,23.61024,-105.03628,215.9,"$213,166.15"
house,Durango,22.262203,-98.798991,300.7,"$78,940.35"
apartment,Baja California,17.312449,-86.864004,144.8,"$132,532.71"
house,Quintana Roo,16.325262,-95.991977,120.8,"$126,821.71"
house,San Luis Potosí,25.208478,-97.345417,159.8,"$37,780.38"
house,Colima,22.166503,-96.846008,134.5,"$214,805.32"
apartment,Nayarit,23.965373,-101.822346,125.2,"$256,404.85"
apartment,Guerrero,,-98.625857,198.7,"$292,830.04"
apartment,Oaxaca,17.173082,-98.603735,367.7,"$65,276.94"
house,Aguascalientes,17.251858,-104.9529,227.5,"$278,507.46"
house,Querétaro,,,115.8,"$60,493.12"
house,Estado de México,20.303059,,76.9,"$141,046.75"
apartment,Baja California Sur,18.005247,-89.556402,293.7,"$42,412.53"
house,Querétaro,20.915945,-88.99304,184.0,"$100,635.47"
house,Guerrero,16.642089,-101.760119,337.6,"$114,844.25"
apartment,Ciudad de México,21.819714,-92.85293,280.8,"$220,233.41"
house,Querétaro,18.689934,-96.554364,328.7,"$213,040.81"
house,Durango,23.975591,-88.396865,145.2,"$237,232.75"
apartment,Jalisco,19.10362,,292.3,"$185,695.23"
apartment,Tamaulipas,20.552201,-92.443736,142.4,"$182,553.30"
apartment,Durango,16.116205,-93.844958,378.7,"$294,031.80"
apartment,Nuevo León,16.724469,-100.09397,272.7,"$210,857.98"
apartment,Veracruz de Ignacio de la Llave,19.924936,-103.267982,163.6,"$121,341.17"
apartment,Sonora,20.799388,-92.967205,144.3,"$171,237.86"
apartment,Nayarit,,-91.228051,116.8,"$219,156.65"
apartment,Michoacán,18.916626,-99.687453,293.1,"$55,715.38"
house,Guanajuato,22.949819,-93.103348,126.6,"$208,662.58"
house,Querétaro,24.601224,,258.4,"$97,115.79"
house,Chiapas,23.79851,-91.735862,142.6,"$123,352.36"
house,Nuevo León,16.396188,-102.015695,281.7,"$212,599.80"
house,Campeche,,-88.1957,335.2,"$133,916.69"
house,Sonora,,,322.3,"$256,538.92"
house,Tabasco,18.42045,-98.64428,316.3,"$180,752.94"
house,Tamaulipas,,-104.838161,115.7,"$296,703.74"
apartment,Jalisco,17.424955,,80.9,"$44,732.85"
apartment,Jalisco,20.988882,,294.6,"$203,717.65"
apartment,Baja California Sur,22.181557,-100.648146,178.9,"$72,370.39"
apartment,Chiapas,,-89.290395,201.3,"$259,188.31"
house,Oaxaca,21.596487,-105.706132,60.9,"$260,005.21"
apartment,Zacatecas,16.097708,-98.418119,140.9,"$264,742.22"
house,Sinaloa,19.264613,-99.253089,61.8,"$50,213.62"
apartment,Baja California,21.177116,-105.613447,357.7,"$162,744.95"
apartment,Estado de México,16.878665,-103.512632,135.2,"$95,040.79"
apartment,Durango,19.506269,-97.727147,245.1,"$291,939.16"
apartment,Zacatecas,16.332031,-96.142708,63.6,"$43,594.69"
house,Tlaxcala,16.785785,-97.914205,283.4,"$90,130.76"
house,Morelos,19.969233,-95.381246,163.1,"$203,695.68"
house,Aguascalientes,17.327158,-94.097367,364.3,"$138,884.79"
apartment,Chihuahua,21.675408,-105.801524,360.8,"$93,450.00"
house,Yucatán,22.89465,-96.718097,163.9,"$153,955.54"
house,Querétaro,,-86.730015,365.3,"$246,340.55"
apartment,Querétaro,18.001502,-95.619354,398.7,"$150,986.62"
house,Estado de México,17.674826,,338.9,"$261,279.09"
house,Nuevo León,17.045678,-99.762723,345.7,"$150,708.39"
house,Tlaxcala,22.364302,-90.520172,137.2,"$62,050.85"
apartment,Querétaro,23.064757,-90.54157,251.8,"$164,290.80"
apartment,Chiapas,16.315861,-95.574079,73.5,"$206,410.71"
house,Tlaxcala,25.362122,-86.479724,83.2,"$57,713.70"
apartment,Guerrero,16.519713,,399.6,"$141,331.41"
apartment,Hidalgo,21.412963,-105.661047,164.3,"$180,425.37"
house,Tamaulipas,23.090605,-90.596836,311.9,"$30,045.82"
house,Nayarit,24.709691,-89.856889,332.3,"$54,541.80"
apartment,Aguascalientes,23.140869,-103.595855,350.3,"$193,134.88"
apartment,Tlaxcala,24.017281,-100.688343,399.2,"$197,147.86"
house,Sonora,19.394502,-105.648953,134.5,"$112,241.45"
house,Nayarit,24.148251,-100.133828,64.1,"$167,251.19"
apartment,Ciudad de México,16.801148,-90.537163,193.9,"$85,849.84"
house,Yucatán,24.948167,-95.640789,95.5,"$211,298.08"
house,Morelos,21.475924,,57.8,"$286,595.89"
house,Baja California Sur,24.172978,-98.565214,176.1,"$128,102.47"
house,Hidalgo,,-105.972927,324.3,"$44,654.31"
house,Chiapas,,-100.003989,248.2,"$90,187.89"
house,Nayarit,21.264027,-93.070825,159.5,"$152,704.20"
house,San Luis Potosí,23.315895,,279.0,"$181,240.73"
house,Aguascalientes,16.8163,-89.058783,131.2,"$197,334.65"
apartment,Sonora,16.603521,-105.528101,55.0,"$157,746.09"
apartment,Veracruz de Ignacio de la Llave,18.471032,,317.5,"$207,435.15"
house,Querétaro,17.595447,-90.336032,268.3,"$223,296.65"
apartment,Tabasco,24.717836,,316.8,"$60,786.31"
house,Zacatecas,18.19214,-96.840085,63.6,"$235,016.39"
house,Tamaulipas,25.758653,-98.039894,343.0,"$89,871.72"
house,Puebla,19.368958,-99.941685,266.8,"$122,166.42"
house,Tabasco,17.821179,-104.686103,247.2,"$254,068.65"
apartment,Baja California,23.896985,,268.6,"$290,397.09"
house,Jalisco,22.587078,-101.067927,352.6,"$108,835.56"
house,Baja California Sur,20.981957,-96.318459,255.4,"$170,935.97"
apartment,Tabasco,21.553636,-91.051112,253.3,"$219,565.93"
house,Hidalgo,,-96.523803,396.7,"$42,360.09"
house,Colima,18.284547,-104.843111,314.9,"$74,321.95"
apartment,Guanajuato,25.963339,,204.8,"$67,921.28"
house,Coahuila,25.747932,-87.145514,297.6,"$223,551.15"
house,Ciudad de México,22.503257,-90.296209,186.2,"$224,820.96"
apartment,Zacatecas,17.995425,-86.173442,130.1,"$58,879.61"
apartment,Guerrero,22.802282,-95.110353,258.9,"$194,929.98"
apartment,Coahuila,16.721984,-86.744633,374.9,"$80,636.72"
house,San Luis Potosí,16.306525,-104.487899,375.2,"$281,158.39"
apartment,Oaxaca,18.576829,,169.7,"$136,082.05"
apartment,Morelos,20.62623,-101.492375,234.7,"$153,402.42"
house,Guerrero,24.682725,-102.083338,124.1,"$240,983.51"
apartment,Michoacán,23.271691,-103.183941,398.5,"$223,532.74"
house,Ciudad de México,23.427065,,393.4,"$59,096.75"
house,Chiapas,,-90.373563,277.3,"$141,906.99"
apartment,Michoacán,19.45935,-94.434032,331.5,"$280,189.16"
apartment,Puebla,19.710388,-103.060746,300.3,"$256,115.88"
apartment,Sinaloa,25.876496,-89.777525,257.6,"$188,979.00"
house,Puebla,16.401092,-93.280906,68.7,"$238,479.20"
house,Baja California,24.670315,-98.236686,209.2,"$151,636.24"
house,Chihuahua,21.786754,-92.517394,286.2,"$207,783.31"
apartment,Hidalgo,20.386154,-100.8019,287.1,"$288,171.39"
apartment,Sinaloa,23.252577,,180.6,"$66,351.72"
apartment,Zacatecas,20.866689,,379.6,"$164,683.73"
apartment,Sinaloa,24.734232,-100.18991,108.6,"$173,198.37"
house,Coahuila,25.007019,-96.600235,225.1,"$43,114.33"
house,Tlaxcala,20.217209,-88.197177,291.8,"$282,533.24"
apartment,Veracruz de Ignacio de la Llave,18.768278,-91.845573,294.0,"$256,480.35"
apartment,Hidalgo,21.923503,-104.755935,277.0,"$160,391.63"
house,Michoacán,25.123633,-103.053939,146.4,"$167,249.88"
apartment,Baja California,,-105.843168,104.7,"$278,713.82"
house,Baja California,22.229666,-93.381564,272.6,"$77,844.66"
house,Quintana Roo,22.315602,-97.046531,259.8,"$186,209.68"
house,Chihuahua,23.33113,-103.314503,112.8,"$227,233.56"
apartment,Ciudad de México,17.315677,-86.841318,296.8,"$64,663.08"
apartment,Chihuahua,23.15825,-95.406806,209.3,"$134,599.51"
apartment,Ciudad de México,25.090325,-101.162134,283.7,"$192,147.43"
apartment,Aguascalientes,17.796831,-95.987929,343.1,"$268,327.88"
apartment,Oaxaca,18.375433,-92.407593,109.4,"$166,109.73"
apartment,Nayarit,25.713951,-104.475216,56.7,"$133,858.91"
apartment,Nayarit,,-100.505924,322.7,"$294,465.21"
apartment,Oaxaca,24.543851,-89.86069,263.4,"$277,295.77"
house,Chiapas,20.922779,,294.9,"$235,841.16"
house,Baja California Sur,18.472311,,343.4,"$103,870.89"
apartment,Michoacán,,,331.0,"$290,170.26"
house,Baja California Sur,20.453053,-105.122001,386.3,"$292,032.75"
house,Ciudad de México,21.148174,-102.685004,237.6,"$152,268.34"
apartment,Ciudad de México,,,221.0,"$66,010.39"
house,Hidalgo,,-101.816291,190.7,"$141,441.28"
apartment,Tlaxcala,17.635239,-105.000419,103.8,"$219,003.86"
apartment,Ciudad de México,19.910815,-89.127007,250.4,"$232,075.25"
house,Tamaulipas,25.694123,-86.376149,147.0,"$110,706.55"
house,Oaxaca,18.581334,,372.5,"$219,403.46"
house,Guerrero,,-88.924302,254.1,"$262,391.04"
house,Baja California Sur,19.251901,-101.160457,257.5,"$222,206.08"
house,San Luis Potosí,23.734731,-86.78746,174.2,"$282,588.26"
apartment,Colima,17.308737,-102.061486,68.2,"$200,797.49"
house,Ciudad de México,25.69821,-86.971404,61.1,"$84,240.05"
house,Oaxaca,20.537895,-86.103614,198.2,"$198,525.25"
apartment,Sinaloa,18.360505,-91.765544,79.6,"$108,456.46"
apartment,Quintana Roo,16.734967,,262.4,"$123,229.27"
house,Quintana Roo,17.697579,-94.609204,358.3,"$211,540.90"
house,Morelos,21.197739,-100.809164,359.0,"$294,960.58"
house,Quintana Roo,19.370032,-97.260082,280.7,"$205,523.32"
apartment,Querétaro,24.288834,-94.128781,123.9,"$288,748.14"
apartment,Puebla,20.308875,-104.538369,352.0,"$166,051.23"
house,Sinaloa,18.487143,-93.553135,360.1,"$217,464.23"
apartment,Colima,22.17145,-86.376443,118.8,"$117,042.98"
house,Nuevo León,23.067772,-102.197847,308.1,"$61,159.42"
